user_id,movie_id,rating,timestamp,genres
4084,1097,5,965433821,ForChildren|Drama|Fantasy|Sci-Fi
3301,3201,5,968034157,Drama
3681,208,5,966354750,Action|Adventure
1733,1235,5,977807465,Comedy
4765,1950,5,1012020444,Drama|Mystery
4213,2167,4,965839221,Action|Adventure|Horror
101,2571,5,977578003,Action|Sci-Fi|Thriller
4204,1959,4,965324520,Drama|Romance
5627,1,4,959047414,Animation|ForChildren|Comedy
405,3076,4,976290670,Comedy
533,1479,4,976220240,Action|Romance|Thriller
5831,2916,4,957893837,Action|Adventure|Sci-Fi|Thriller
256,164,5,976677473,Crime|Film-Noir|Mystery|Thriller
3689,1,4,966311142,Animation|ForChildren|Comedy
4731,2396,5,963337592,Comedy|Romance
4680,1589,4,963684359,Crime|Drama|Mystery
519,3594,5,976200761,Drama
5812,3916,5,992068354,Drama
3852,745,4,965878968,Animation|Comedy|Thriller
1870,524,5,974694078,Drama
2942,1423,5,971328963,Drama
588,2973,5,975934559,Comedy
5333,596,4,970454377,Animation|ForChildren
2743,1488,4,973222352,Action|Drama|Thriller|War
4904,1676,5,962683675,Action|Adventure|Sci-Fi|War
3358,46,4,967696602,Drama|Romance
2004,1376,4,974676911,Action|Adventure|Sci-Fi
4132,377,4,965354260,Action|Romance|Thriller
3087,1393,4,969681941,Drama|Romance
1463,2640,5,1007677548,Action|Adventure|Sci-Fi
5466,1095,4,959898711,Drama
613,1258,4,975811551,Horror
3953,745,5,965675474,Animation|Comedy|Thriller
3362,1747,4,967672958,Comedy|Drama
4931,3083,4,962651794,Comedy|Drama
3032,3243,4,970349329,Comedy
2106,2528,4,975969850,Action|Adventure|Sci-Fi
4543,1272,4,1039928413,Drama|War
3474,3334,5,967134037,Crime|Drama|Film-Noir|Thriller
2374,1265,4,974336890,Comedy|Romance
3377,2287,4,967588250,Sci-Fi|Thriller|War
4411,1722,4,969331153,Action|Romance|Thriller
2248,111,4,974595695,Drama|Thriller
3283,2628,4,968122041,Action|Adventure|Fantasy|Sci-Fi
5138,2918,4,962060356,Comedy
5505,1408,4,959732604,Action|Romance|War
957,3822,4,975129055,Drama|Romance
1216,1252,4,974923956,Film-Noir|Mystery|Thriller
957,1250,5,977201470,Drama|War
1842,235,5,993444449,Comedy|Drama
1447,2671,4,981022310,Comedy|Romance
3148,2596,4,968961899,Comedy|Drama
3032,3328,4,970350665,Crime|Drama
5324,2236,4,960858753,Drama
549,2956,5,976116701,Action|Crime|Thriller
3265,593,5,968262233,Drama|Thriller
4532,2000,4,964736752,Action|Comedy|Crime|Drama
4902,2406,4,965150256,Action|Adventure|Comedy|Romance
3789,2289,5,966019907,Comedy|Drama
4732,588,4,963407148,Animation|ForChildren|Comedy|Musical
4404,457,4,965156752,Action|Thriller
3653,3770,5,966453179,Adventure|Crime|Sci-Fi|Thriller
4021,3635,4,965521749,Action
3945,1952,5,965691854,Drama
4279,2288,5,965282316,Action|Horror|Sci-Fi|Thriller
4342,1729,5,965230689,Crime|Drama
3900,362,5,965874503,Adventure|ForChildren|Romance
264,2116,5,976654502,Adventure|Animation|ForChildren|Sci-Fi
3038,1210,5,1013744234,Action|Adventure|Romance|Sci-Fi|War
5570,555,4,959310299,Action|Crime|Romance
2895,1952,5,973191377,Drama
5394,1060,5,961438402,Comedy|Drama
2515,1375,4,974070979,Action|Adventure|Sci-Fi
5523,648,4,959646958,Action|Adventure|Mystery
1309,3827,4,974783042,Action|Sci-Fi
949,1214,5,975140560,Action|Horror|Sci-Fi|Thriller
3927,595,4,965709692,Animation|ForChildren|Musical
2542,1210,4,974043845,Action|Adventure|Romance|Sci-Fi|War
3890,3033,5,965799076,Comedy|Sci-Fi
4387,2634,4,965246963,Horror
2736,3814,4,973397018,Comedy
4902,2054,4,965149992,Adventure|ForChildren|Comedy|Fantasy|Sci-Fi
2041,2583,5,979180450,Mystery
2304,2478,4,974502531,Comedy|Western
6002,1253,5,960004340,Drama|Sci-Fi
4861,3556,4,962828107,Comedy|Drama
2203,2699,4,974603640,Action|Comedy|Sci-Fi|Thriller
716,784,5,976507314,Comedy
1883,621,4,974694509,Drama
5630,2771,4,959020850,Drama
5365,1517,5,960502775,Comedy
3464,3256,4,967174702,Action|Thriller
5296,3176,5,965651668,Drama|Mystery|Thriller
5682,1777,4,958964377,Comedy|Romance
2562,2116,4,973981974,Adventure|Animation|ForChildren|Sci-Fi
2041,2424,5,974669217,Comedy|Romance
2400,2716,5,974262646,Comedy|Horror
6027,3555,5,956726295,Action|Thriller
3710,3751,4,966272597,Animation|ForChildren|Comedy
26,2528,5,978273113,Action|Adventure|Sci-Fi
3066,780,4,969999551,Action|Sci-Fi|War
4509,1196,5,964979235,Action|Adventure|Drama|Sci-Fi|War
3740,2324,5,966168336,Comedy|Drama
2391,1673,4,974295797,Drama
5413,296,5,960239903,Crime|Drama
1939,945,5,974694447,Comedy|Musical|Romance
5946,613,5,957194772,Drama|Romance
4277,552,4,965294571,Action|Adventure|Comedy
1659,1485,5,974711931,Comedy
3973,1235,4,966357870,Comedy
3017,3948,4,990765678,Comedy
514,2580,4,976204280,Crime
1426,1073,5,974763128,Adventure|ForChildren|Comedy|Fantasy
4937,388,4,962646216,Drama
5387,595,4,960400748,Animation|ForChildren|Musical
2847,1927,5,972573734,War
4715,720,5,963444730,Animation
2289,1282,5,974517525,Animation|ForChildren|Musical
5689,1674,4,959104650,Drama|Romance|Thriller
1333,1385,4,974777875,Action
3823,3635,4,965944860,Action
2023,2761,4,974672382,Animation|ForChildren
5010,3643,4,962585190,Action|Drama|War
5602,314,4,959816504,Drama
3821,858,4,965944851,Action|Crime|Drama
2247,3685,5,975193929,Comedy|Drama|Romance
3641,2580,5,966481675,Crime
4220,1845,5,966455795,Comedy|Thriller
977,3018,5,975105644,Horror
2282,3753,5,978396492,Action|Drama|War
5699,1221,5,958588061,Action|Crime|Drama
3713,2133,4,966271784,Adventure|Comedy
1298,1300,5,974839813,Drama
1743,1196,4,975536086,Action|Adventure|Drama|Sci-Fi|War
1062,1958,4,975057254,Comedy|Drama
4386,1136,5,965167276,Comedy
3219,2840,4,978359147,Thriller
5848,1047,4,957781305,Action|Thriller
4183,2395,4,965329950,Comedy
2119,3798,4,974727664,Thriller
1635,1361,5,975128909,Documentary
1184,1918,5,974854123,Action|Comedy|Crime|Drama
2555,1954,5,973997927,Action|Drama
5517,2726,5,959701628,Crime|Film-Noir
3365,3638,4,967662915,Action|Romance|Sci-Fi
4054,3196,5,965496024,Drama|War
5682,280,4,959042908,Drama|Thriller
2029,595,5,974670441,Animation|ForChildren|Musical
2237,1542,5,974598728,Comedy|Drama|Romance
4519,999,4,964837772,Crime
349,2194,4,1009773960,Action|Crime|Drama
5443,3087,4,959982813,Comedy
2419,1234,4,974302585,Comedy|Crime
985,2762,5,975098188,Thriller
175,111,4,977110415,Drama|Thriller
3051,1792,5,970178479,Action|Thriller
1137,342,5,982912552,Comedy|Romance
1727,1476,4,974783617,Comedy|Drama
173,2993,4,1009652797,Action
2611,3483,4,992890613,Animation|ForChildren
5523,2496,4,959644815,Comedy|Romance
4009,70,4,965544722,Action|Comedy|Crime|Horror|Thriller
5565,551,5,1000931837,ForChildren|Comedy|Musical
1807,1573,5,974739858,Action|Sci-Fi|Thriller
5806,1248,5,957985208,Crime|Film-Noir|Thriller
1425,3186,4,1044985473,Drama
4169,3405,5,971580156,Action|Drama
4497,436,4,965001289,Drama|Thriller
302,671,5,976505603,Comedy|Sci-Fi
4962,150,4,963098002,Drama
2576,1372,4,973898571,Action|Adventure|Sci-Fi
2024,2770,5,974673433,Comedy
5555,2373,4,959550922,Action|Adventure
161,2028,5,977221284,Action|Drama|War
4224,3731,4,965315651,Drama|Thriller
2085,1916,4,974655204,Action|Comedy|Drama
4396,1213,5,965159382,Crime|Drama
3669,2420,4,966464022,Drama
2016,34,5,974675374,ForChildren|Comedy|Drama
4268,3198,4,965304912,Drama
415,235,4,976287257,Comedy|Drama
338,527,5,976348810,Drama|War
543,953,4,976156500,Drama
3375,3879,5,967595286,Action
2070,3006,5,999204768,Drama
1796,1247,5,974700802,Drama|Romance
1106,2791,5,974920596,Comedy
4555,1779,4,964546675,Adventure|Sci-Fi|Thriller
3155,364,4,968896371,Animation|ForChildren|Musical
2805,2677,5,972786371,Documentary
3314,1196,4,967944438,Action|Adventure|Drama|Sci-Fi|War
4204,3068,5,965325489,Drama
3940,2321,5,965693806,Comedy
1688,1205,5,974798636,Action|Animation|ForChildren|Sci-Fi|Thriller|War
2304,3510,5,974494337,Drama|Thriller
1194,2439,4,1036258721,Drama
1908,151,4,974739070,Drama|Romance|War
4139,3100,5,965349681,Drama
5317,2171,5,960907418,Comedy|Drama|Romance
5427,1234,5,960088547,Comedy|Crime
4447,2194,4,965166906,Action|Crime|Drama
2753,1185,4,973195824,Drama
3557,1845,5,966805437,Comedy|Thriller
5394,2912,4,1016558368,Action|Crime|Drama
3240,2599,4,968349771,Comedy
3097,318,5,969636313,Drama
3285,1060,4,968117752,Comedy|Drama
3999,2174,4,965575718,Comedy|Fantasy
678,1246,5,987445841,Drama
2938,440,5,971448490,Comedy|Romance
3834,150,5,966402924,Drama
3937,457,4,965700428,Action|Thriller
753,2907,4,978303449,Comedy
3281,1394,5,968170123,Comedy
1484,1240,4,976833766,Action|Sci-Fi|Thriller
5812,2077,4,960875367,Adventure|ForChildren
4508,1196,4,964981165,Action|Adventure|Drama|Sci-Fi|War
2016,161,4,974677901,Drama|Thriller|War
1543,1307,4,974750041,Comedy|Romance
3588,3334,5,966660868,Crime|Drama|Film-Noir|Thriller
2265,1036,5,974581791,Action|Thriller
4975,1610,4,962606292,Action|Thriller
3687,1704,5,966316597,Drama
911,2409,5,1046066544,Action|Drama
1124,2501,5,974908806,Drama
1069,1704,4,974943051,Drama
2082,1552,5,974656057,Action|Adventure|Thriller
2565,2085,4,973965107,Animation|ForChildren
1088,945,5,977339384,Comedy|Musical|Romance
1360,2723,4,974770122,Action|Adventure|Comedy
5521,364,5,959649528,Animation|ForChildren|Musical
3333,316,4,967854886,Action|Adventure|Sci-Fi
2810,1688,4,972794069,Animation|ForChildren|Musical
4845,1290,4,963282711,Drama|Romance
4432,1183,5,965100208,Drama|Romance|War
5337,3040,4,960747409,Comedy
5890,1805,5,957565249,Crime|Drama|Mystery|Thriller
2303,3366,4,974582208,Action|Adventure|War
1797,3037,4,974701436,Comedy|Drama|Western
5622,1244,4,959100408,Comedy|Drama|Romance
5755,1994,4,958266523,Horror|Thriller
3985,3852,4,967234339,Comedy
2830,1214,4,972592917,Action|Horror|Sci-Fi|Thriller
4148,2616,4,965343623,Action|Crime
1016,3256,4,975009907,Action|Thriller
2627,913,4,973630572,Film-Noir|Mystery
3937,1197,5,965700742,Action|Adventure|Comedy|Romance
721,2100,4,975778381,Comedy|Fantasy|Romance
5651,3219,5,958852884,Thriller
3821,2624,4,975094270,Drama
1618,1952,5,974729147,Drama
2181,1391,4,974666982,Action|Comedy|Sci-Fi|War
5522,483,5,959646615,Drama
2164,1729,4,974616747,Crime|Drama
3321,1395,5,967918245,Comedy|Drama
3619,2961,4,966584233,Comedy|Drama
3563,25,4,966784688,Drama|Romance
5653,920,4,958845974,Drama|Romance|War
