user_id,movie_id,rating,timestamp,genres
450,3152,4,976234869,Drama
3778,524,4,966047943,Drama
1697,1268,4,974710834,Drama
2203,858,5,974603972,Action|Crime|Drama
3999,858,5,965577527,Action|Crime|Drama
921,648,4,975201722,Action|Adventure|Mystery
2887,953,4,972189811,Drama
1301,1674,5,974787629,Drama|Romance|Thriller
1916,3872,5,974690366,Drama
208,2687,4,1004229001,Animation|ForChildren
192,3253,4,977090511,Comedy
4470,377,4,965065306,Action|Romance|Thriller
255,1214,4,976683617,Action|Horror|Sci-Fi|Thriller
1038,2357,4,974989770,Drama
5916,2651,4,957320952,Horror
4411,3256,4,970365550,Action|Thriller
4985,1214,5,962593189,Action|Horror|Sci-Fi|Thriller
4980,1734,4,962598583,Comedy|Drama
5597,891,5,959215209,Horror|Thriller
6000,2762,5,956840085,Thriller
1019,382,4,1006639331,Drama|Horror
1755,1196,5,1036915236,Action|Adventure|Drama|Sci-Fi|War
4408,2420,4,965172043,Drama
4077,2108,5,965444823,Comedy|Romance
5406,2501,4,960306650,Drama
368,3408,4,976311161,Drama
5794,1457,4,958072175,Comedy|Romance
3687,3450,5,966319092,Comedy
3842,3088,5,965915965,Comedy
4802,1029,4,996117045,Animation|ForChildren|Musical
1812,173,4,974847141,Action|Adventure|Sci-Fi
3576,2915,4,966725094,Comedy
1177,678,4,974857893,Drama|Thriller
4827,1213,4,962907945,Crime|Drama
1448,1597,4,976131400,Action|Mystery|Romance|Thriller
3100,3386,4,969591913,Drama|Mystery
4851,110,4,962833443,Action|Drama|War
3650,3308,5,970774537,Comedy|Drama
5841,2310,5,957822525,Drama
3127,318,5,969306538,Drama
1680,2725,5,974711581,Drama
2962,1212,4,977169630,Mystery|Thriller
928,1230,4,975192339,Comedy|Romance
3163,2081,4,968867876,Animation|ForChildren|Comedy|Musical|Romance
1244,3893,4,975433748,Comedy|Thriller
3963,3062,5,1018673135,Action|Drama|War
4901,2194,5,962686064,Action|Crime|Drama
5506,3052,5,959728797,Comedy
424,3317,4,1032181221,Comedy|Drama
5412,3178,5,960244402,Drama
5888,788,4,957481199,Comedy|Fantasy|Romance|Sci-Fi
2872,778,5,972421047,Drama
2073,3329,5,974752104,Drama
5300,3578,4,981929749,Action|Drama
736,2762,5,1045710296,Thriller
5566,1944,4,961643018,Drama|Romance|War
3110,714,4,969487487,Western
524,1208,5,976165382,Drama|War
1752,1197,5,975728597,Action|Adventure|Comedy|Romance
2689,2948,4,973348838,Action
4786,2427,4,963010062,Action|Drama|War
1723,1375,4,974705673,Action|Adventure|Sci-Fi
151,3175,5,990839156,Adventure|Comedy|Sci-Fi
2794,678,5,972921478,Drama|Thriller
